statement,label
ছিঃ এভাবে টাকা খেয়ে নিজের মাতৃভাষার বদলে অন্যভাষা প্রচার করা ? ধীক্কার জানাই কে । বাংলা খেয়ে হিন্দির প্রচার : ,vulnerable
আসলে নির্বাচন সুষ্ঠু সুন্দর হয়েছে ভোটারদের কষ্ট করে ভোটকেন্দ্রে যেতে হয়,vulnerable
কয়লা ধুইলে ময়লা যায়না সেই কয়লা বাতাসে নিয়ে গেল কয়লার নামে বড় অপবাদ,vulnerable
নিজের একটি চোখ বিক্রি করে আইফোন কিনে সবাইকে দেখিয়ে বেরাচ্ছেন আমাদের নিমা তিন তিনটা লাশ পরেছে কির পোলা লাশ চাস,vulnerable
ভালোবাসার মানুষটি হারিয়ে গেলেই তার প্রতি ভালোবাসা বৃদ্ধি পায়,vulnerable
আমলারা ব্যবসায়ীদের লাভ সাধারণ জনগণের ভোগান্তি,vulnerable
এখানে বলেছেন সবকিছুই আমার বছরের জীবনে চলছে,vulnerable
কোতোয়ালী থানা শিবিরের সভাপতি ফাহাদের উপর পুলিশের পায়ে বন্দুক ঠেকিয়ে গুলি করে পঙ্গু করে ফেলার এহেন ন্যাক্কারজনক হামলার নিন্দা জানানোর ভাষা নেই । ,vulnerable
আমি নিজেও সমস্যাই ভুগছি আমার মাঝে মাঝে মরে যেতে ইচ্ছে করে৷৷ শুধু বাবার কথা চিন্তা করেই আজও আছি বলে মনে,vulnerable
শহরে আত্মহত্যা যদি পাপ মুক্ত করা হয় শুধু মাত্র একদিনের জন্য কবর এবং কাফনের কাপড় তৈরি করতে করতে ক্লান্ত হয়ে যাবে সবাই,vulnerable
রাজধানীর যোগাযোগব্যবস্থার উন্নয়নে এবং যানজট নিরসন ঢাকাকে ঘিরে একটি এলিভেটেড রিং রোড নির্মাণের পরিকল্পনা জানিয়েছেন প্রধানমন্ত্রী শেখ হাসিনা । পরিকল্পনা গুলি দেখে তো আনন্দিত হলেও দুর্নীতি গুলি মানুষকে বিচলিত করে । ,vulnerable
মানুষের মৃত্যুতে শুধুমাত্র কাফন বিক্রেতার মুখে হাসি ফুটে উঠে ! ,vulnerable
একদিন সব ঠিক হয়ে যাবে কবে আসবে সেই একদিন ? ওপাশ থেকে নীরবতা ছাড়া কিছুই শুনিনা । কারণ সেই একদিন কখনো আসবেনা । একদিন কখনো আসেনা ,vulnerable
ভালোবাসায় গভীরতা থাকলে অভিমানের গভীরতা পরিমাপ করা যেত অভিমানের গভীরতা মনে থাকলে ভালোবাসার গভীরতা কখনোই বুঝা যেত না।,vulnerable
আমার দেখা যতো জনই করোনার টিকা নিয়েছেন তারা সবাই রক্ত সমস্যা এখন অতিরিক্ত চুলকানিতে ভুগছেন,vulnerable
ভেরি স্যাড আধুনিক যুগে মানুষ সমস্ত বিশ্বাস করে।,vulnerable
যা তোমার কাছে আছে তার যত্ন নাও । আর যা তোমার কাছে নাই তার জন্য আফসোস করো না । ,vulnerable
তিন সিটি করপোরেশন নির্বাচনে ব্যাপক অনিয়মে গভীর উদ্বেগ প্রকাশ সরকার ও সরকারের আজ্ঞাবহ নির্বাচন কমিশন তিনটি সিটি করপোরেশনের নির্বাচনকে ভোট ডাকাতি ও প্রহসনের নির্বাচনে পরিণত করেছে : ? ,vulnerable
দিল্লিতে অনাহারে মৃত্যু বেআব্রু অাচ্ছে দিন তিন শিশুকন্যার দানা খাবার জোটেনি দিন,vulnerable
আমিও কলেজ জীবনে একজনকে অনেকটা ভালোবাসতাম কিন্তুু অন্য কারোর প্রেমে আবদ্ধ,vulnerable
আমি নিজেকে হারানোর অনুভূতি নিজেকে সবসময় আত্মহত্যার পথে নিয়ে যাচ্ছে।,vulnerable
সম্পর্ক আযানের সুরের মতো মধুর । সম্পর্ক ধর্মগ্রন্থের মতো পবিত্র । সেটা কখনো অবৈধ হয় না । মাঝেমাঝে মানুষ বিবেকবুদ্ধি সন্ধ্যাবাজারে দু পয়সায় বিক্রি করে নরকের বারান্দায় নৃত্যোৎসব করে । সম্পর্ক সৃষ্টিকর্তার দেয়া সেরা উপহার । মূর্খ,vulnerable
অনেক সময় মনে মুক্ত হওয়া ভাবটি মুখ খুলতে দিচ্ছে যেন সময় কাটানোর মুখ খুলা যায় না।আমার জীবনে অন্ধকার বিরক্তি অস্বস্তি,vulnerable
আমাদের জীবনে অসম্ভব দুঃখ আমাদের অগ্রদিকে নিয়ে যাচ্ছে যেখানে আমরা শুধু আনন্দ খুঁজে বের করতে চাই।,vulnerable
আমিতো মধ্যবিত্ত পরিবারের ছেলে। আমিতো ভিক্ষা করতে পারবো না। জানিনা কখন খেয়ে মরতে,vulnerable
আমার অতীতের কিছু হারিয়ে গেছে অসংখ্য নীরব হয়ে গেছে।,vulnerable
আমি আমার জীবনে অনেক সময় সম্পর্কে ভ্রান্তি মনে করি আমি জানি যদি সত্যি সম্পর্কে অপেক্ষা করতে পারি।,vulnerable
ঘন্টা পরিক্ষামাঝে ঘন্টা বিরতি প্রশ্ন ফাঁস নিয়ে হবে রমা ব্যবসা,vulnerable
"পথের শেষ এসে দেখি অনেক হিসেব বাকী , জীবনে যাহা করলাম তার অর্ধেক টাই ফাঁকি ",vulnerable
অপরাধীদের জনসম্মুখে ফাশি দেয়া হোক,vulnerable
যদি খেতে পারি যদি জীবনের নিরাপত্তা পাই তাহলে বাংলাদেশের জণগন উন্নয়নকে কখনই সাধুবাদ জানাতে পারবনা।,vulnerable
আমি জানি আমার জীবনের সমস্যার সামনে অবস্থা হলে আমি কীভাবে সম্মুখীন হতে পারবো না।অনেক দিন ধরে আমি অশান্তির মধ্যে ভুগছি।,vulnerable
মাঝে মাঝে আপনাদের কিছু নিউজ দেখে আমি খুবই বিষণ্ণতায় ভুগি,vulnerable
কিছু সময় পার্থক্য করলে অনেক কিছু হারিয়ে যায় তাহলে সময়ের সাথে আমার সমস্যা হারিয়ে যায়,vulnerable
সাধারন মানুষের মধ্যে বিভেদ সৃষ্টি করাই লক্ষ,vulnerable
টিকা দেওয়ার এলার্জি চরম ভাবে আক্রান্ত হয়েছি আমাদের গ্রামের অনেকের সমস্যা।,vulnerable
এপারের বকুলের গন্ধ আজো ও পারের সেই মানুষটিকে তাড়িয়ে বেড়ায় কেন ? কী এমন নেশা আছে সেই গন্ধে ? জানতে দেখুন মাটি : : ,vulnerable
বাইরের রাজ্যে কিছু হলে উনি সহিষ্ণুতা অসহিষ্ণুতা নিয়ে বড় বড় বাক্য বলেন । অথচ মন্দিরবাজারের ঘটনায় একটা শব্দ নেই । ,vulnerable
আমি সময় অনুমান করি আমি অন্যের মতো হতে পারছি না।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো,vulnerable
"পৃথিবীর সবচেয়ে ক্ষমতাধর ব্যক্তি রাশিয়ার ভ্লাদিমির পুতিন , আর দ্বিতীয় ক্ষমতাধর ব্যক্তি নৌ মন্ত্রী শাহাজান খান । উনাকে ঠেকানোর ক্ষমতা আল্লাহ ছাড়া আর কারোও নেই । ",vulnerable
৯ টাকায় অথচ ৭০ টাকা চালের কেজি ২০ ২৫ টাকায় চাউলের কেজি দেন । ক্ষুধার্ত পেট ইন্টারনেট বুঝে না ! ,vulnerable
তারা রাজাকারের বাচ্চা মানবাতার বেশ্যা,vulnerable
আসলে আমাদের দেশে যেকোনো অপরাধগুলো সঠিকভাবে বিচার হয়নি বলে দিনেদিন অপরাধ করে যাচ্ছে আল্লাহ তায়ালা আমাদের সবাইকে বিপদমুক্ত রাখুন,vulnerable
আমি সময় অস্থির আত্মসম্মান অনুভব করি।,vulnerable
আর ভালো লাগেনা যাইতে ইচ্ছা হয় না কিন্তু যেতে হবে সব রেডি কইরা দিছে বাড়িতে এত আদর সবাইকে মিস করবো ,vulnerable
সালে পুরাতন সিলেবাসে পড়ছে এখন  সালে নতুন সিলেবাসে কিভাবে পরীক্ষা দিবে,vulnerable
টেস্টে বাজে খেলায় খেলোয়াড়দের অশ্লীল ভাবে গালি দেয়া ছেলে মেয়ে গুলার মূখে এখন প্রসংশা ফুল ফুটে অদ্ভুত,vulnerable
ভেরি স্যাড আধুনিক যুগে মানুষ সমস্ত বিশ্বাস করে।,vulnerable
মনে একটি অনিশ্চিততা অনুভব করছে হচ্ছে আমি বুঝতে পারছি না।,vulnerable
এদেশের একটাই সমস্যা লোকে বলবে আমি কাজ করবো দেখ অমুকের ছেলে বিএ পাশ কইরা সবজির বেচছে,vulnerable
কোন সিটিতেই কোন ভোট হিসেব হয়নি যা হচ্ছে হাসিনার ইচ্ছে মতো ভাগ ভাটোয়ারা যদি ভোটের হিসেব হতো তাহলে নিজ কেন্দ্রে ফেল করা কামরান কিভাবে আরিফুল হকের সাথে হাড্ডা হাড্ডি লড়াই করে আরে সেতো নিজ কেন্দ্রের ভোটই পায়না অন্যরা : ,vulnerable
কাজের মানসিকতা সম্পন্ন কোন শিক্ষিত সমাজ পাবোনা বেকারত্বের ভুগবে,vulnerable
বাদদেন ভাই এটা বাংলাদেশ। বাংলা,vulnerable
আমি সময় অনুভব করি আমি আমার জীবনের প্রতিটি কাজে অক্ষম।,vulnerable
নিজের একটি চোখ বিক্রি করে আইফোন কিনে সবাইকে দেখিয়ে বেরাচ্ছেন আমাদের নিমা । পরোটা বাবা ,vulnerable
আগে আসামের বাঙালি হিন্দুদের নাগরিকত্ব তারপর বাংলাদেশ করিস শাহ্,vulnerable
"কবি বলেছেন যখন রাষ্ট্রের মধ্যে সংঘটিত অন্যায়ের বিরুদ্ধে কিছু লিখার সাহস না পাইবা তখন বেশি বেশি খাবার দাবারের ছবি দাও । শত্রুপক্ষ এতেই ভয়ে কাবু হয়ে যাবে , তারা ভাববে তাদের প্রতিহত করতে তুমি বেশি বেশি খাবার খেয়ে আরো শক্তভাবে প্রস্তুতি নিচ্ছো । ",vulnerable
দেশের সিনেমা বিশ্বের সাথে তাল মিলিয়ে চলতে পারেছে নানা জানে কথা বলতে জানে উপস্থাপন করতে তাই অবস্থা,vulnerable
আগামী দিনগুলোতে সমস্যা আরও প্রকট হবে।,vulnerable
দাঁত মাইজা লক্ষ হাজার মেক্টিকটন কয়লা শেষ করছত জন্যে তোর দাত সুন্দর,vulnerable
টেস্টে বাজে খেলায় খেলোয়াড়দের অশ্লীল ভাবে গালি দেয়া ছেলে মেয়ে গুলার মূখে এখন প্রসংশা ফুল ফুটে অদ্ভুত,vulnerable
যদি এদের যোবয় করে পাহাড় এরকম ফেলে দেয়া হতো তাহলে ভবিৎষতে এরকম জঘন্য কাজ করার সাহস কেউ পেতো,vulnerable
মানুষ বহুরুপী বাবু,vulnerable
আমি থেকে চাই বাংলাদেশের ফিল্ম ইন্ডাস্ট্রি ধ্বংস হোক,vulnerable
তোমাদের কোনদিন শোধ হবেনা অথচ স্বঘোষিত রাজাকারের বাচ্চারা তোমাদের আত্নত্যাগের কথা ভুলে গেছে,vulnerable
খুব দ্রুত গতিতে বাইক চালানো ছেলেটা খুব সাবধানে হূইল চেয়ার চালায় পরোটা বাবা,vulnerable
বিচার হবে ঘটনার সঠিক বিচার যদি হইত তাহলে এসব হইত না।,vulnerable
বেপর্দা পুরুষ লজ্জাও নেই,vulnerable
নিজের একটি চোখ বিক্রি করে আইফোন কিনে সবাইকে দেখিয়ে বেরাচ্ছেন আমাদের নিমা । পরোটা বাবা ,vulnerable
মোদির দেশে অনাহারে মরে দেশ তাতেও ভারতের রাজার নাহি খেদ ,vulnerable
গণতন্ত্রের লেবাছ হলো জনগণ সকল ক্ষমতার উৎস সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই।,vulnerable
দেনা করে অথবা সংকটাপন্ন অবস্থায়পরে সংসার চালিয়ে নিতে হচ্ছে।,vulnerable
মাঝে মাঝে নিজেকে খুব অসহায় মনে হয় একা একা লাগে মনে হয় পৃথিবীতে আমার কেউ নেই,vulnerable
তোমার গুরুত্ব বুঝেতাকে তুমি গুরুত্ব দাও যার কাছে তোমার মূল্য নাইতার থেকে দূরত্ব বাড়াও,vulnerable
ঘটনাটা পুরো সত্য তার প্রমান আমি নিজেই🇧🇩🇮🇹,vulnerable
ভালো জিনিসের ভ্যালু কোনদিনও পাইনি দেশের মানুষ,vulnerable
আমগো পাশে টা দেশ আছে ওরা আমগো পানি নিতে চায়না ইলিশ নিতে চায়,vulnerable
"যারা ভাবছেন এ বাংলায় জাতীয় কংগ্রেসকে শেষ করে দেবো , তাদের বলছি বাংলার মানচিত্র ও তার অলিগলির বিষয়ে আপনাদের এখনও সম্যক ধারনা নেই আপাত দৃষ্টিতে আপনাদের আঘাতে হয়তো কংগ্রেসীরা ভেঙে টুকরো টুকরো হচ্ছে , বাস্তবে ওরা কিন্তু টুকরো পাথরে পরিনত হচ্ছে । ওই পাথরগুলো একদিন পাহাড় হয়ে উঠবেই । ",vulnerable
কোভিড তিন ডোজ ভ্যাকসিন নেভার অনেকে এলার্জিতে রোগী অসুস্থ এবং আমি আছেন এলার্জির রোগী টিকা দেওয়ার,vulnerable
আমরাতো বিলাসি জীবন যাপন করতে চায় দুবেলা দুমুঠো খেয়ে পরে বেচে থাকতে চায় কিন্তুু হচ্ছে বেচে থাকা মুশকিল সুখে আছি।,vulnerable
ধ্বংস হোক অশ্লীল জগৎ,vulnerable
"সিলেট সিটি কর্পোরেশন নির্বাচনে মেয়র পদে বিএনপি মনোনীত প্রার্থী আরিফুল হক চৌধুরী বলেছেন , জনগণ ভোট দিলে জনরায় মেনে নেব । তবে জনগণের ভোট অন্য কেউ দিলে সেটি মেনে নেয়া যায় না । : ",vulnerable
দাত মাইজা ১ লক্ষ ৪২ হাজার মেক্টিকটন কয়লা শেষ করছত এই জন্যে তোর দাত এত সুন্দর ,vulnerable
আপনাদের অভিনয়ের প্রেমে পড়ে গেছি আপনাদের নাটক ছাড়া অন্য নাটক গুলো ভালো লাগে ভালো থাকেন আমাদের সুন্দর সুন্দর নাটক উপহার দিবেন,vulnerable
ভাগ্যের কাছে হেরে গিয়েছি নাহলে ভালোবাসা ত আমাদের দুজনের ই সত্য ছিল ,vulnerable
বাংলাদেশের অনেক আলেমরা বলেছিল টিকার চক্রান্ত সম্পর্কে কিন্তু কেউ শুনেনি বরং তাদের হেয় করা হয়েছিল,vulnerable
ডিপ্রেশন এমন একটা জিনিস আকস্মিক মৃত্যুর দিকে ঠেলে দেয়,vulnerable
একটা ওয়াড নেতার যদি এতো ক্ষমতা বাকিদের অবস্থা,vulnerable
গায়েব নয় রোহিঙ্গাদের দাঁত মাজতে দেয়া হয়েছে গায়েব হওয়া কয়লা দুর্নীতি দমন কমিশন,vulnerable
আমি আমার সময়ের সাথে হারিয়ে গেলে আমি আমার অনেক স্বপ্ন হারিয়ে যাবো এবং যদি আমি আমার সময়ের সাথে স্বপ্ন হারিয়ে গেলে তবে আমি আমার অনেক সময় কষ্ট যাবো,vulnerable
দুঃখ প্রকাশ করা ছারা এদের জন্য কিছুই করতে পারবো না।।।,vulnerable
কমেন্টে কেন ছবি দেওয়া যায় কান্না করতে করতে ফেইস অবস্থা দেখাইতাম,vulnerable
"গত কিছুদিন আগে একটা গাড়ির পিছনে অনেক জুড়ে ধাক্কা দিয়েছিলাম সাইকেল দিয়ে , ড্রাইভার সাথেসাথেই গাড়ি থামিয়ে প্রথমে আমাকে জিজ্ঞাসা করলো , আমার কোনো সমস্যা হইছে কি না , আর আমাদের দেশের বাস চালক এক্সিডেন্ট কইরা আবার আহত ব্যক্তিকে পুরোপুরি ভাবে নিহত কইরা পালিয়ে যায় মানবতা",vulnerable
চরম ব্যবহার খারাপ মানুষের সাথে উপর অনেক মানুষের অভিশাপ আছে,vulnerable
একজন প্রবাসী হিসেবে ব্যাচেলর দের কস্ট বুঝি,vulnerable
বাংলাদেশের টিভি চ্যানেল গুলোর লজ্জা নেই এদের রুচির দুর্ভিক্ষ চলছে,vulnerable
বাঙালি তোদের ছেড়ে দেবে ভেবেছিস,vulnerable
আমার জীবনে অনেক সময় সমস্যা হারানোর মুখে মুখে আমি একা আমার বিপদে পড়ে থাকি।,vulnerable
প্রিয় মানুষটা কথা ভাবছি আল্লাহ যেনো এমন দিন আনে,vulnerable
লকডাউনে ঘটেছিল দুই দিন অজ্ঞান ছিলাম,vulnerable
তার লাভ নাই তার লাইফ টাই,vulnerable
দ্বিতীয় ওয়ানডেতে বাংলাদেশকে ৩ রানে হারিয়ে সিরিজ ১ ১ সমতা করলো কাল্লু মামুরা । নিশ্চিত জয়ী ম্যাচ হাতছাড়া হলো বাংলাদেশ দলের সারারাত ঠিকমতো না ঘুমিয়ে ম্যাচ দেখে শেষ পর্যন্ত বাশঁ মিললো ,vulnerable
যার সাথে মনের মিল নেই,vulnerable
"চারিদিকে শুনি উন্নয়ন আর উন্নয়ন , তাহলে জোর করে সিল মারার কি প্রয়োজন ",vulnerable
সময়ের চেয়ে ক্ষমতার মূল্য বেশি,vulnerable
ছুয়ে নয়ন বিজিয়ে দিলেন,vulnerable
মাননীয়া মুখ্যমন্ত্রীর দলের তৈরি বোমাও এখন বাংলার শিল্প । রেহাই দেয় না শিশুদের । ,vulnerable
ছোট্ট পৃথিবীতে আমি দুইটা দেশকে বেশি ঘৃণা করি,vulnerable
তার মৃত্যুর অনেকদিন হয়ে গেলো। এমন কিছু সামনে আসলে ভিতরটা অশান্ত হয়ে পড়ে,vulnerable
আসুন দেশটাকে গিলে খাই ভাত উপর চাপ কমাই আজকে টাকা খাই কালকে সোনা খাই পরশু কয়লা খাই ভাতের উপর চাপ কমাই,vulnerable
খুব সুন্দর লাগছে মনে সিনিয়র শিল্পী দের নাটক দেখলাম চোখে পানি চলে আসল।,vulnerable
বাংলাদেশের টিভি চ্যানেল গুলোর লজ্জা নেই এদের রুচির দুর্ভিক্ষ চলছে,vulnerable
রাজধানীতে বাসের চাপায় শিক্ষার্থীর মৃত্যু,vulnerable
তোমাদের প্রতিযোগিতার ফলাফল হিসেবে আমরা আমাদের মৃত্যু মেনে নিয়েছি ! ,vulnerable
চারো দিকে শধু উন্নয়ন উন্নয়ন এদিকে সাধরণ মানুষ খেয়ে থাকে,vulnerable
অসাধু ব্যবসায়ী এবং কসাই ডাক্তারদের জন্য বছরের হাজার হাজার মানুষের প্রাণ যাচ্ছে।,vulnerable
এতো কষ্ট কষ্ট লাগে অন্তরে,vulnerable
তিন সিটি করপোরেশন নির্বাচনে ব্যাপক অনিয়মে গভীর উদ্বেগ প্রকাশ সরকার ও সরকারের আজ্ঞাবহ নির্বাচন কমিশন তিনটি সিটি করপোরেশনের নির্বাচনকে ভোট ডাকাতি ও প্রহসনের নির্বাচনে পরিণত করেছে : ? ,vulnerable
"আমার একদিন প্রচুর টাকা হবে , কয়েকশ প্রেম কিনবো দু , চারটে প্রেমিকা বন্ধুদের গিফট করবো শুভ রাত্রি ওসমান গনি ",vulnerable
সকালে উঠিয়া আমি মনে মনে চিল্লাই এতো বড় হইছি আমার নাই কিল্লাইএত সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই,vulnerable
"মানব , তোমার কাফনের কাপড় বাজারে এসে গেছে ! আর তুমি এখনো বেখেয়াল । ",vulnerable
আমি একজন ব্যাক্তি হৃদপিন্ডের সমস্যায় ভুগছিটিকা নেওয়ার জন্য হয়তো,vulnerable
কেন মারলি তোরা যতই অন্যায় করুক তারপরও এভাবে মারতে হয়কতই কষ্ট দিয়ে মারলি,vulnerable
আওয়ামী রাষ্ট্রপতির ছেলে ক্ষমতা এবং রাজনৈতিক প্রভাবের স্বীকার,vulnerable
আহারে আল্লাহর প্রতি বিশ্বাস থাকার কারনে অবস্থা।।,vulnerable
ভাই মনে গরমে পাগল হয়ে নিজের মনভাব প্রকাশ করে ফেলসে।,vulnerable
তোমাকে হারালে হয়তো অনুভূতিটা সহজে বুঝতে পারতাম যদি পারে চাওয়া যায় তোমাকেই চাইবো প্রিয়,vulnerable
বাবু কেটেছে একেলা বিরহের বেলা আকাশকুসুম চয়নে । সব পথ এসে মিলে গেল শেষে তোমার দুখানি নয়নে । ,vulnerable
! হায়রে মৃত্যু বাংলাদেশ ,vulnerable
"মানুষের প্রতি মানুষেত দরদ দিন দিন কমলেও , কুত্তা বিলাই এর প্রতি মানুষের দরদ দিন দিন বাড়তেছে ! ",vulnerable
আমি সময় অনুভব করি আমি কাউকে নির্দোষ প্রতিষ্ঠিত করতে পারি না।,vulnerable
দেখতেই অনেক ভয়ংকর লাগে,vulnerable
যারা গুরুতর বিষন্নতায় আক্রানতো তাদের অবশ্যই ঔষধের মাধ্যমে চিকিৎসা করানো প্রয়োজন।,vulnerable
আয় ভাই উঠে আয় ফাইভ চালু হয়ে গেছে,vulnerable
নাটক দেখা শেষ অবদি বহু বার চোখ বেয়ে পড়েছে ঈদের শেরা নাটকটা দেখে ফেললাম,vulnerable
আমার জীবনে অনেক সময় সমস্যা হারানোর মুখে মুখে আমি একা আমার বিপদে পড়ে থাকি।,vulnerable
সবাই ডিশের লাইন কেটে দিয়ে বিটিভি দেখুন বছর বাতাবিলেবুর ফলন অনেক ভাল হয়েছে সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই,vulnerable
অনেক কিছু সম্পর্কে অজানা হওয়া অনেক বেশি কষ্টদায়ক যেন হৃদয়ের মুখে একটা ঘুম পড়ে যায়।,vulnerable
বালিকার জন্য গেছিলাম ফ্রান্সের বিখ্যাত ভালোবাসার সেতুতে তালা ঝুলাইতে ভাগ্যের নির্মম পরিহাস সেখানে তালা ঝুলানোই নিষেধ করে দিছে,vulnerable
সুন্দর অভিনয় চোখে আসে,vulnerable
এদের খবর রাখে শুধু আমার খবর কেও রাখে,vulnerable
ফালি রোদ হয়ে এসো আমার স্যাঁতসেঁতে শ্যাওলা ভরা জীবনে,vulnerable
একসময় ডিপ্রেশনে ছিলাম আলহামদুলিল্লাহ এখন অনেক ভালো আছি,vulnerable
সহপাঠী হত্যার বিচারের দাবীতে কুরমিটোলায় রাস্তা অবরোধকারী ছাত্রছাত্রীরা উন্নয়ন স্বাধীনতা বিরোধী,vulnerable
আমি নিজের সাথে সময় অনেক বেশি খুশি বলে অনুভব করছি।,vulnerable
দেখবেন এদের কাছে কেও সাহায্যের জন্য গেলে বলবে মাফ করেন সামনে দেখেন,vulnerable
মা মাটি মানুষের স্লোগান দিয়ে এ রাজ ্যে ক্ষমতায় এসেই মানুষকে কিভাবে ভুলে গেলেন উনি ? নাকি বিজেপি কর্মী সমর্থকদের উনি মানুষ মনে করেন না ? ধিক্কার জানাই এই নিম্ন মানসিকতার রাজনীতিকে । ,vulnerable
নাটক দেখি নাই মনেহচ্ছে কোনো বাস্তবতার একটা ঘোরে হারিয়ে গেলাম। ইয়াস রোহান টোটিনির বেষ্ট নাটক এটা হবে। ওম্মা একদম চোখে পানি নিয়ে আসলো।,vulnerable
উন্নয়ন শুধু সরকারের আমলাদের হয়েছেহয়েছে মন্ত্রীদের। কিন্ত সাধারণ মানুষ উন্নয়ন হয়না।,vulnerable
"যেভাবে হলো বরিশাল , রাজশাহী আর সিলেটের সিটি কর্পোরেশন নির্বাচন : ",vulnerable
এটা আমাদের প্রধানমন্ত্রীরা বুঝতে পারে ট্যাকনিক্যালি শিক্ষা প্রতিষ্ঠান বাড়িয়ে প্রতি জেলায় জেলায় নতুন নতুন ভার্সিটি স্থাপন করছে।,vulnerable
পীরের মুখে দাড়ি নাই মাথায় টুপি নাই তিনি নাকি আবার জাকের পার্টির হারামজাদা,vulnerable
আমার জীবনে অনেক সময় সমস্যা হারানোর মুখে মুখে আমি একা আমার বিপদে পড়ে থাকি।,vulnerable
জীবনের অজানা দিক গুলোতে হারিয়ে যাওয়া অনুভুতি আমাকে সবসময় প্রেশার দেয়।,vulnerable
হওয়াটাই স্বাভাবিক কারণ বাবার চিকিৎসার জন্য সরকারের অনুদানের টাকা লাগে হাইলে ছেলে,vulnerable
"কে ভেবেছিল প্রাণগুলো এভাবে ঝড়ে যাবে রাস্তায় ? ধিক্কার ওসব বাস ড্রাইবারদের । ওদের ছেলেমেয়েগুলো এভাবে মারা গেলে বুঝবে , এ ঝড়ে যাওয়া কত টা কষ্টের",vulnerable
বাবা বুঝে সন্তান হারানো কতটা কষ্টের আল্লাহ পাক যেন তাদেরকে ধৈর্য ধরার তৌফিক দান করেন আমিন,vulnerable
বাসের তলায় পিষছে মানুষ হাসছে নরপিশাচ তিন তিনটা লাশ পরেছে কির পোলা লাশ চাস,vulnerable
সাব্বিরদের ব্যাট হাতুড়ি হয়ে উঠবে কবে ? : ,vulnerable
আমি নিজের বেকারত্ব নিয়ে মনের জমানো কিছু কথা বলতে চাই একটা সুযোগ চাচ্ছি।।,vulnerable
পুলিশ হালারা রাতেও শুধু শুধু সাধারণ মানুষ হয়রানি করে ধান্দার জন্য কবো ওরা মানুষ হবে সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই,vulnerable
কেমন বিউটি পার্লার আটা ময়দার বিপরীতে বেগুন বিক্রি হয়,vulnerable
মধ্য আয়ের দেশে উন্নীত হয়ে বাংলাদেশ এখন ভাঙ্গাদেশে রুপান্তরিত হয়েছে ফ্যাক্ট দেড় ঘন্টার রাস্তার অর্ধেক আসতে লাগে সাড়ে তিন ঘন্টা,vulnerable
আমি এইভাবে অনেকদিন ধরে বিচ্ছিন্ন মনে করছি।,vulnerable
বালিকার জন্য গেছিলাম ফ্রান্সের বিখ্যাত ভালোবাসার সেতুতে তালা ঝুলাইতে ভাগ্যের নির্মম পরিহাস সেখানে তালা ঝুলানোই নিষেধ করে দিছে,vulnerable
শক্তিপদ সর্দারের খুন নিয়ে নতুন করে কিছু আর বলার নেই আমার সংবিধান অনুযায়ী আইনশৃঙ্খলা রাজ্যের অধীন বলে আমরা দাঁড়িয়ে দাঁড়িয়ে দেখবো এটা হতে পারে না দৃষ্টান্তমূলক কোন পদক্ষেপ না নিতে পারলে নেতা হিসেবে সাধারণ কর্মীদের সঙ্গে চোখ মেলাতেও আমার লজ্জা করবে এটাই অনুভব করছি ছিঃ,vulnerable
তাও উনি সরকারি চাকরি করে সরকারি চাকরিজীবীর হাল তাহলে বাকিদের হবে,vulnerable
বাংলাদেশে বছর ধরে কয়লা চুরি গোপন ছিল,vulnerable
সাকিব ক্যাচ মিস করে ছক্কা বানায়া দিলো রুবেল নাম্বার উইকেট পাওয়া থেকে বঞ্চিত,vulnerable
হাড্ডি কখনো গোস্ত বাঙ্গালী কখনো মানুষ না৷,vulnerable
"পেঙ্গুইন যদি মন্ত্রী হয় ! তাহলে কাউয়া র দোষ কি ? সারাটা দিন ট্রমার মধ্যে গেছে , ভিডিও টা দেখার পর ঠিক থাকা অসম্ভব ছিল তখন । কি কপাল ছেলেমেয়ে গুলোর ",vulnerable
টিউমার নিয়া লাইফ ত্যানা ত্যানা হয়ে গেল।,vulnerable
ভয় হয় তার শহরে আবার জলাবদ্ধতা নেই,vulnerable
খেলা দেখা অবস্থায় এই জাহাজ দেখে মনে হইছে টাইটানিক জাহাজ এর কাহিনির কথা । এইটা কি টাইটানিক এর চেয়ে বড় । যেইটা এখন ওয়েস্টার্ন দের শহরে ,vulnerable
সকালে উঠিয়া আমি মনে মনে চিল্লাই এতো বড় হইছি আমার নাই কিল্লাই গুদ মন্নিং,vulnerable
শেখ হাসিনার বাংলাদেশের উন্নয়নের অবস্থা প্যারালাইসিস চিকিৎসার অবস্থা একই কথা।,vulnerable
বাসের তলায় পিষছে মানুষ হাসছে নরপিশাচ তিন তিনটা লাশ পরেছে কির পোলা লাশ চাস,vulnerable
ভাই বর্তমানে লক্ষ্য লক্ষ্য পরিবারের এমন অবস্থা সারা দেশে।,vulnerable
যাকে হারানোর ভয়ে বুকের ভিতর উত্তাল সমুদ্র প্লাবিত তাকে ছাড়াই আমৃত্যু কাল বেঁচে থাকতে,vulnerable
