Label,Text
non_depressive,আলহামদুলিল্লাহ ভালো আছি আল্লাহ সকলকে হেফাজত করুন আমিন।
depressive,লেখাটি পড়ে মনে হচ্ছে জীবনের অন্ধকারে পড়লেও প্রত্যাশার কোনো আলো থাকতে পারে না। কান্না সারা দেশের
non_depressive,খবর আবার টিভিতে দেন আপনারা বাহ বাহ।
depressive,রাজধানীতে বাসের চাপায় শিক্ষার্থীর মৃত্যু
non_depressive,মুভির বেশিরভাগ দৃশ্য মোবাইল ফোন দিয়ে রেকর্ড করা
depressive,ইয়াস ভাইয়া আপু আপনাদের অভিনয়ে আমার একটা স্মৃতি মনে পড়ে গেলো
non_depressive,বাংলাদেশের টাকা দিয়ে ভারতের ঘাটতি পুরণ হচ্ছে
depressive,সালে গবেষণা শুরুর অবশেষে পানির অস্তিত্বের ব্যাপারে অনেকটাই নিশ্চিত বিজ্ঞানীরা এবার তবে প্রাণের অস্তিত্ব মিলবে
non_depressive,এদের ধরে উচিত সঠিক শাস্তি এবং ফাঁসি দেওয়া
depressive,বৃষ্টিতে আরামে এক্টু ঘুমাতে পারলাম সকালে আম্মু বাজারে পাঠাইল তাও আবার মাছ কেনা লাগবে রুই মাছ জীবনেও আমি মাছ কিনি নাই
non_depressive,লাইসেন্স থাকলেও জাগায় অস্ত্র প্রদর্শন করা যায়
depressive,মোদি হাসপাতালেও মোদি সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই
non_depressive,টাকা বাড়িয়ে টাকা কমালো
depressive,কান্ন করে দিছি দেখে নাটক এতো সুন্দর পৃথিবীতে আমরা সেই প্রিয় মানুষটাকে ধরে রাখতে পারি
non_depressive,আলহামদুলিল্লাহ আমি অনেক সুখে শান্তিতে আছি। ডিপ্রেশন নামক শব্দটা আমার জীবনে নেই
depressive,আমার চোখের অভিবাষণে অনেক গভীর অজানা জগত আছে যেখানে মৃত্যু অস্তিত্ব পেয়েছে।
non_depressive,কালো টাকা সাদা করার সহজ উপায়
depressive,যাদের সমস্যা হবে তাদের সমাধানের কোথায়
non_depressive,", বৃষ্টিতে ভিজতে কার কার ভালো লাগে ? "
depressive,রাস্তায় ফেলে গেলেও ছেলেটা বাঁচতে পারত : 
non_depressive,চুপ কোথায় ? দার্জিলিং খ্যাদানো দিলিপটা মেড়োদের সঙ্গে গাঁটছড়া বেঁধে এবার বাংলা থেকে বাঙালী খ্যাদাতে চায় । এর প্রতিকার আর প্রতিরোধ করতে হবে । : ? 
depressive,"ইচ্ছে ছিলো বিয়ের বায়নাতে হবু বউকে ডায়মন্ডের রিং দেবো ইচ্ছে পুরনের লক্ষ্যে মার্কেটে রিং কিনতে গেলাম ! দুইটা রিংয়ের দাম জানতে চেয়ে অামি নিজেই হতভম্ব ১ লাখ ১৫ , ০০০ ১ লাখ ২৫ , ০০০ কেনা হলো না ইচ্ছেটা ইচ্ছেই রয়ে গেলো মধ্যবিত্ত ওসমান গনি "
non_depressive,বাংলাদেশের ডাক্তারের থেকে ওদের কাছে যাওয়া অনেক ভালো
depressive,মাছমাংস খাওয়া হয়না আছেই ইফতারে ভালো কিছু খাবে তাও না। ঋণগ্রস্তদের অবস্থা আরো খারাপ। সময় উপযোগী সংবাদের জন্য ধন্যবাদ।
non_depressive,সময় টিভির সকল ভাই বোনদের আল্লাহতালা সকল বিপদ আপদ থেকে হেফাজত করুন আমিন।
depressive,আমাদের দেশে যদি দুর্রনিতি। তাহলে বাংলাদেশের উন্নায়ন আরু অনেক দুর এগিয়ে যেতে তবু ওআলহামদুলিল্লাহ বাকি আল্লাহর উপর ভরসা
non_depressive,আমরা অপেক্ষায় রইলাম দেখি হয়।
depressive,আসলে নির্বাচন সুষ্ঠু সুন্দর হয়েছে ভোটারদের কষ্ট করে ভোটকেন্দ্রে যেতে হয় না 
non_depressive,আমাদের দেশের সেনাবাহিনী করে বাংলাদেশ থেকে উপজাতি নির্ধারন করা দরকার
depressive,অশ্রু জড়লো আবেগ আসলো অভিমান ভাঙলো ভালোবাসা জন্মালো
non_depressive,এসি রুমে বসে বেতন নিতে পারলে। গরমে বের হওয়ার দরকার কি।
depressive,মানুষ মরে গেলে আলহামদুলিল্লাহ বলে।কি আজব মানুষ আমরা
non_depressive,বাংলাদেশে সকল পণ্যের দাম বেশি
depressive,আমার জীবনের অনেক সময় আমি মনে করি আমি আমার সময় হারিয়ে যাচ্ছি।
non_depressive,লাগেজ হেন্ডেলিং দায়িত্ব জাপানের হাতে দেওয়াই উত্তম
depressive,হায়রে মৃত্যু বাংলাদেশ
non_depressive,আল্লাহ সুবহানাহু ওয়াতাআলা কাছে শুকরিয়া একটাও নিইনি আলহামদুলিল্লাহ ভালো আছি।
depressive,ধন্যবাদ সময় চ্যানেল ডিপ্রেশনে থাকা যন্ত্রনা বুঝে সেটি তুলে ধরার জন্য
non_depressive,আসল কথাই বললেন দুর্নীতিবাজদের কারণে টাকা বিদেশে পাচার হয়ে যাওয়ার কারণে ডলারের দাম বাড়ার
depressive,ভয়াবহ অবস্থা আল্লাহ সহায় হোন
non_depressive,শীতকালে নেতারা কম্বল বিতরণ করেতাপপ্রবাহে এসিচার্জার ফ্যান বিতরণ করে কেন
depressive,দেশে দুর্নিতি দেশে সধারন মানুষের জীবন উন্নয়ন করার উপায়
non_depressive,জাতীয় বিশ্ববিদ্যালয়ে  সালে ভর্তিকৃত শিক্ষার্থী বছরের কোর্স শেষ করতে  সালে রেগুলার পাশের পরেও। তাহলেই বুঝেন কর্তৃপক্ষ কতটা সচেতন
depressive,হৃদয় থেকে বৃষ্টি নেমে আসে দুটি আঁখি বেয়ে পড়ে ফোটায় ফোঁটায়
non_depressive,ভালোবাসাময় মিনিট সেকেন্ড
depressive,আমিও এরকম একটি বৃষ্টির দিনের জন্য অপেক্ষায় থাকব
non_depressive,যাতে গার্মেন্টস সেক্টর বেসরকারি সেক্টরে আমাদের দেশের কর্মীরাই পদে চাকরি করতে পারে।
depressive,উচ্চ শিক্ষা অর্জন করাটাও ক্ষেত্র বিশেষে অভিশাপ।
non_depressive,বস্তাপচা গল্পের ভিড়ে এখনো কিছু সুন্দর নাটক নাটকটা ভিতর ছুঁয়ে গেল
depressive,দৃর্ঘ বছর ধরেই ডিপ্রেশনে আছি।কবে মুক্তি পাব সেটা আল্লাহ পাকই ভাল জানেন।
non_depressive,আমি সময় ভালো কিছর অপেক্ষায় করি
depressive,"আগে শুনতাম ছেলেরা নাকি মেয়েদের কাছে ছবি চায় । আর এখন কোনো মেয়ের সাথে ২ মিনিট চ্যাটিং করার পরেই ছবি চাওয়া শুরু করে দেয় , আর না দিলেই বলে ভাব দেখাই । কি দিন আইলো রে বাবা । জীবনটা একদম ঝালা ফালা বানাই ফেললো । "
non_depressive,প্রধানমন্ত্রীর দৃষ্টি আকর্ষণ করছি।
depressive,যার ভিতরে একবার ডিপ্রেশন প্রবেশ করছে সেই বুঝে রোগের ভয়াবহতা
non_depressive,মেডিটেশন করুম নিয়মিত ভালো থাকবেন। ইনশাআল্লাহ।
depressive,আমার হঠাৎ প্রচন্ড মাথা ব্যথা জ্বর শরীর ব্যথা প্রচণ্ড আমিকি ফাইজার টিকা নিছি তাহলে এটা করোনার সাইট ইফেক্ট যদি কেউ পরামর্শ দিতেন করা যায় এখন
non_depressive,রাসুল সাঃ এর রেখে যাওয়া দ্বিন ইসলাম ও তার সুন্নাতকে উজ্জীবিত রাখালেই ভালোবাসা হবে । মুখে ভালোবাসি বলায় ভালোবাসা হয়না কাজে প্রমান করতে হবে । 
depressive,শোক একটা কেটে ওঠতে ওঠতেই আরো দুটো লাশ পেলাম আমরা বাঙালি দূর্ভাগা জাতি
non_depressive,কলেজের শিক্ষকদের একবারে বহিষ্কার করার জন্য আহবান করছি
depressive,স্বার্থক জন্ম মা গো জন্মেছি এই দেশে গাড়ীর চাপায় মানুষ মারে মন্ত্রী সাহেব হাসে 
non_depressive,ভাই রোগটির নাম
depressive,এটা বিজেপি শোষিত বিহারের দ্বিতীয় বৃহত্তম সরকারি হাসপাতাল নালন্দার ছবি অসুস্থ রোগীরা যখন হাসপাতালের ভিতরে অস্বাস্থ্যকর জমা জলের নরক যন্ত্রণায় ভুগছেন বিজেপি সরকারের স্বাস্থ্য মন্ত্রী মঙ্গল পান্ডে তখন সিমলায় বর্ষার ছুটি উপভোগ করছেন 
non_depressive,ঘটনার তিব্র নিন্দা জানাই আসামিদের সর্বচ্ছো সাজা দেয়া হউক
depressive,গাছপালা কেটে দশখানা বসতি স্থাপন করে একটা গাছ লাগিয়ে কোন লাভ আছে কোন লাভ নাই
non_depressive," শরীরে মারের দাগ , পোড়া দাগ নিয়ে যে অভিবাসী নারী এয়ারপোর্টে এসে কাঁদেন , সেই কান্না শুধু তার একার না : "
depressive,আসল হলো ঘুম ঘুম গেলেই শান্তি
non_depressive,ঠান্ডা গরম আল্লাহর পরিক্ষা
depressive,যতদিন যাচ্ছে নানা নানা নাটক দেখা যাচ্ছে বাংলাদেশের প্রশাসনকে হাতে চুড়ি পড়ে বসে থাকে তাই যদি থাকে তাহলে মানুষ সাহস পায় ভাবে
non_depressive,জয় শ্রী রাম নরেন্দ্র মোদী জিন্দাবাদ ভারতবর্ষে জিন্দাবাদ
depressive,চোখ বন্ধ করতে লাগে যদি তোমাকে দেখি কথাটা
non_depressive,অভিনন্দন বস তোমায় তামিম তোমার সেরা সময়ের জন্য তোমায় আবার ও অভিনন্দন ভয় টা সেখানে তোমার পরে আমাদের ওপেনার কে ? 
depressive,বাঙালি তোদের ছেড়ে দেবে ভেবেছিস বাংলাপক্ষ জয়বাংলাএ কান্না সারা দেশের
non_depressive,আল্লাহ বাচাইচে কনো টিকাই দিইনাই
depressive,কোথাও রোমান্স নেই চারিদিকে খাঁটি করুন বাস্তবতা
non_depressive,ব্যাপার আওয়ামীলীগ সাপোর্ট করলে সবই সম্ভব
depressive,আমি সময় অনুমান করি আমি কোনও কারণে সুখী হতে পারবো না।
non_depressive,অনেক কিছুই আপনার চোখকে আকর্ষণ করবে কিন্তু শুধু সেই জিনিসগুলোর পিছনে যান যেটা আপনার হৃদয়কে আকর্ষণ করেছে । 
depressive,জ্ঞানের ফেরিওয়ালা সালাম তোমায় অভাগা এইদেশে জ্ঞান আহরণের সুযোগটুকুও নেই তোমারএত সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই
non_depressive,পদ্মা সেতু দিয়ে সেলফি তুলে হেটে গেলে ভুলে যাবো
depressive,কান্না সারা দেশেরজীবনের সবচেয়ে বড় দুঃখ হলো নিজের মোহালোয়।
non_depressive,ভারত থেকে বেকার নিয়ে এসে চাকরি দেন
depressive,ছিড়া সাধারণ মানুষের জন্য বিব্রতকর
non_depressive,একবারে ঘন্টা করে দিলে চেতনা আরও বৃদ্ধি পেত।
depressive,"কোন এক নিঝুম রাতে , ঝাউ বনে চাঁদের আলোতে । গান গেয়ে যায় একটি ছেলে , একরাশ বেদনা বুকে নিয়ে । তার সেই গানতো কেউ শোনেনা , হতাশার কথাতো কেউ জানেনা ! তবুও তার আশার প্রদীপ তো নেভে না ! যদি ফিরে পায় সেই হারানো দিন ! কোন এক নিঝুম রাতে , জীবনের অপর এক প্রান্তে । বসে থাকে একটি মেয়ে , ছেলেটির "
non_depressive,আমি মডেনা টি ফাইজার টি করোনার টিকা দিয়েছি আলহামদুলিল্লাহ আল্লাহর রহমতে ভালো আছি।
depressive,টেস্টে বাজে খেলায় খেলোয়াড়দের অশ্লীল ভাবে গালি দেয়া ছেলে মেয়ে গুলার মূখে এখন প্রসংশা ফুল ফুটে অদ্ভুত
non_depressive,এতো সুন্দর গল্প সাবলীল অনবদ্য বাস্তব অভিনয় শুভকামনা রইল দুজনার জন্য
depressive,প্রায় লক্ষ বাঙালি দেশ ছাড়া হতে চলেছে সামলাতে পারবে পৃথিবী কষ্ট দিবিরে তোরা
non_depressive,আলহামদুলিল্লাহ একটি টিকাও নেইনি কোন প্রবলেম হয়নি অতিরিক্ত জিনিসই ক্ষতিকর
depressive,"যখন দেখি বিদেশে বড় কোন মার্কেটে আমাদের দেশি পণ্য বিক্রি হচ্ছে অন্যান্য দেশে পণ্যের পাশে , গর্বে বুকটা ভরে যায় । এই আনন্দ যে কেমন তা একমাত্র প্রবাসীরাই বুঝতে পারবে "
non_depressive,"কিশোর বেলায় যে মেয়েটিকে ভালো লাগতো , ভালো লাগার কথাটি হয়তো বলতে চেয়েও সাহস করে বলতে পারিনি যাকে , এখন সেই মেয়েটিই এসে আমাকে ভালবাসার প্রস্তাব দিলো এই বুড়ো বয়সে ! আমার কি এখন ভালবাসাবাসির বয়স আছে ? এখন তো আল্লাহ আল্লাহ করার বয়স নাতিপুতির সাথে গল্পগুজব করে সময় কাটানোর বয়স"
depressive,আমি জীবনের কিছু হারিয়ে দিন দিন ডিপ্রেশন ডুবে যাচ্ছি তাই আজকে কয়দিন যাবোত মরতে চাইতে কিন্তু মারতে পারতেছি
non_depressive,পাপ বাপ চারে
depressive,ইয়াশ কমপ্লিট অ্যাক্টর তটিনী বেস্ট চোখে চোলে আসছে সেরা নাটক
non_depressive,রহান ভাই নাটক আমার মোতো কার ভালো লাগে
depressive,আমিও এরকম ব্যর্থ
non_depressive,আপনার নাকি ? একটু ছাতা ধরতে ও বেচারা নিজ দলের কাউকে পাইলোনা এই চর্বি ওয়ালা কর্মীরা করবে আবার আন্দোলন করবে বা কেমনে বিদেশে কেউ দেশে বসে বসে শুধু অনলাইন গরম করে তবে গুজব রটানোর আন্দোলনে আপনারা সেরা এটা মানতে আপত্তি নেই 
depressive,এতো সুন্দর একটা বাবা ভাবে মারতে পারলো আল্লাহ তুমি মাকে ধযদারন করার শক্তি দাও আমিন
non_depressive,আল্লাহ রহমত করুন
depressive,চুপ কোথায় ? দার্জিলিং খ্যাদানো দিলিপটা মেড়োদের সঙ্গে গাঁটছড়া বেঁধে এবার বাংলা থেকে বাঙালী খ্যাদাতে চায় । এর প্রতিকার আর প্রতিরোধ করতে হবে । : ? 
non_depressive,সাংবাদিকদের বাংলাদেশের কোনো নিউজ করার কিছু নাই
depressive,এরকম মর্মান্তিক মৃত্যু যেনো কারো হয় ছি কত্ত নির্মম ভাবে মেরেছে সুন্দর ছেলেটাকে
non_depressive,"একবার একা হয়ে দেখো পৃথিবীতে কেউ কারোও নয় । জীবন চলার পথে সবাই অভিনয় করে , কেউ ছুটে স্বার্থের টানে ! কেউ থাকে আবেগের কারণে , এটাই তো জীবন । "
depressive,"সিরিজ জেতা মানেই তো সব না । অনেক জায়গায় এখনও অনেক উন্নতির দরকার , যেগুলো এখন আমরা পারছি না , বলেছেন মাশরাফি : "
non_depressive,এটার একটা ভালো দিক আছে। যদি লাভ হইতো তাইলে আবার সিনামা বানাইতো এখন যেহেতু নাই। তাই করবে
depressive,আমি সময় অনুমান করি আমি অন্যের সাথে সঙ্গে পরিচিত নই।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো
non_depressive,প্রকাশ্যে অস্ত্র দেখার পরও পুলিশের অভিযোগের দরকার।বলবে অভিযোগ পেলে আমরা ব্যবস্থা নিব।
depressive,ডিপ্রেশনে আমার জীবনটা শেষ করে দিয়েছে
non_depressive,কামাল ভাই অসাধারণ বলছে।।
depressive,এই হইলো অবস্থা 
non_depressive,টিকা খাইয়া আইলাম সৌদি আরব আলহামদুলিল্লাহ ভালো আছি
depressive,তুমি বুঝতে পারনি এটা তোমার ব্যর্থতা আমি আমার মনের কথাটা তোমায় বলেছিলাম
non_depressive,ধন্যবাদ বিবিসি বাংলাকে আপনারা বললে সরকারের কানে লাগে
depressive,আমার জীবনের কঠিন সময়ের অবসান হবে কবে যানি
non_depressive,আল্লাহ মালিক লোকটাকে সুস্থ করে দেন আমীন
depressive,ভারতের আসাম থেকে লাখ অবৈধ বিদেশি এখন কোথায় যাবে কান্না সারা দেশের অস্বস্তি
non_depressive,সবসময় শোনা যায় সমস্যা। বিমান কর্তৃপক্ষ চাইলে ইয়ারপোর্টের সমস্যা সমাধান সম্ভব।
depressive,আমি মারা জাই কেন ভাই
non_depressive,এদের আইনের আওতায় আনা হোক
depressive,"কতোদিন প্রাণ আমার হাসে না , ঠোঁটের কোনে তোমরা যা দেখো আসলে তা হাসি না । "
non_depressive,ভালই হোলো নতুন বুদ্ধিটা পুলিশ ভাই অন্য চোরদের সুন্দর ভাবে বুঝিয়ে দিলো।
depressive,আমি নিজেকে হারানোর অনুভূতি নিজেকে সবসময় আত্মহত্যার পথে নিয়ে যাচ্ছে।
non_depressive,"নৌকা নিয়ে হাওরে বেরিয়েছে । একপর্যায়ে নৌকা থেকে হাওরের পানিতে ঝাঁপ দিয়ে দুরন্তপনায় মেতেছেন এক তরুণ । উল্ল্যেয়ার হাওর , তাড়াইল উপজেলা , ২৭ জুলাই । ছবি : তাফসিলুল আজিজ "
depressive,"মাঝে মাঝে সত্ত্যি এই ভেবে অবাক হই , যাকে নিজেকে এত্ত ভালবাসি , তাকে সমাজে বেড়াজালে কেন বন্ধী করে রেখেছি ? তাকে সবকিছু থেকে কেন মুক্তি দিচ্ছি না ? "
non_depressive,টিকটকার বেড়ে গেছে।
depressive,আশা করি অন্তত লাখ টাকা হয়ে যাবে
non_depressive,যারা এভাবে ডিউটি করে ওদেরকে বহিষ্কার করা দরকার
depressive,আমার মতো কেও আছো গান পতি রাত শুনতে
non_depressive,দেখা গেলাম সৃতি হিসেবে like kro
depressive,অনেক কিছু সম্পর্কে অজানা হওয়া অনেক বেশি কষ্টদায়ক যেন হৃদয়ের মুখে একটা ঘুম পড়ে যায়।
non_depressive,আল্লাহর উপর ভরসা রেখে টিকা নেইনি এখন দেখি ভালই করছি
depressive,জিএফ নিয়া ভাব নিওনা একটু মাথা খাটাও মিয়া তোমার জিএফ মফিজ সহ বাইকে ঘুরে পাঠাও নিয়া । 
non_depressive,কোভিট নিয়ে বেকসিনের দরকার নেয়যা হয়েছে করোনা ভুলে যাওয়া উচিত সবারই
depressive,জীবনের প্রতিটি ছবি অনেকটা একটি অনন্ত বিপর্যয়ের স্বপ্নের মতো।আর কষ্ট দিবিরে তোরা বাঙালি কান্না সারা দেশের
non_depressive,জন্যই ইসলাম জানা এবং মানা উচিত
depressive,এতো টাই ডিপ্রেশনে আছি যখন তখন সুইসাইড করতে পারি
non_depressive,"হে আমাদের রব , আপনি ক্ষমা করুন , দয়া করুন এবং আপনিই সর্বশ্রেষ্ঠ দয়ালু । সূরা মুমিনুন : ১১৮ "
depressive,অসুস্থ মনের সাথে সামর্থ্যের অন্ধকারে আমি জীবনের অজানা সমস্যার সামনে দাঁড়িতে পারছি না।
non_depressive,কারিগরি শিকার  ভাগ করা উচিত
depressive,বক্সটা যদি লক্ষ টাকা সাইজের হতো তাহলে আজকে নিউজটা দেখতে হতোনা
non_depressive,আমি কারো সাথে কথা বলতে চাই
depressive,যায় দিন যায় রাত থাকি দিশেহারা তরে ছাড়া বড় একা একা লাগে তরে ছাড়া
non_depressive,কিন্তু আপনি নিউজ করে লাখ টাকা কামায় নিবেন
depressive, সব লেখকের মধ ্যেই একজন প্রতিনিয়ত ঘা খাওয়া হতাশায় ম্লান সাধারণ মানুষ আছে কিন্তু তার গভীরে একটি নিরীহ অভিমানী বালকও সারা জীবন তার সঙ্গী হয়ে থাকে রমাপদ চৌধুরী কি আধুনিক একজন লেখক অতি সাধারণ কোনো ঘটনাকে তুলে নিয়ে কত সহজে তার চারপাশে একটি অসাধারণ জগৎ তৈরি করে ফেলতেন 
non_depressive," ছবি নয় , চরিত্র এডিট করো দুনিয়া আখেরাত উজ্জ্বল হবে ! "
depressive,আমার দেখা যতো জনই করোনার টিকা নিয়েছেন তারা সবাই রক্ত সমস্যা এখন অতিরিক্ত চুলকানিতে ভুগছেন
non_depressive,শুদু বলছিলাম বিয়া করমু বাকিটা সব ইতিহাস 
depressive,দুঃখ কষ্ট বেদনার আঘাত নিয়া হাসি
non_depressive,টা ফাসি হলে ঠিক হয়ে যেত পরিবহণ খাত খুবি বাজে
depressive,মজার ব্যাপার হচ্ছে সরকার থেকে ব্যাবসায়ীরা অনেক বেশি শক্তিশালি নাম বাংলাদেশ
non_depressive,উন্নয়ন হলে দাম বারবেই দুঃখ করার কিছু নাই৷
depressive,এজেন্টদের বের করে দেওয়া হচ্ছে অভিযোগ সরোয়ারের সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই
non_depressive,আল্লাহ আমাদের খেটে খাওয়া মানুষদের হেফাজত করুন
depressive,আমি একা অসহায় এবং অকেবাধ্য অনুভব করছি সবসময়।অনেক দিন ধরে আমি অশান্তির মধ্যে ভুগছি।
non_depressive,জানি এমনই হবে নাও আরও বেশী ভ্যাকসিন
depressive,"বাসের তলায় পিষছে মানুষ , হাসছে নরপিশাচ ! তিন তিনটা লাশ পরেছে খা কির পোলা আর কত লাশ চাস ? বিচার চাই পপাই"
non_depressive,কয়টার দ্রুত ফাঁসি চাই
depressive,হচ্ছে উন্নয়ের আসল রূপ।
non_depressive,"যারা জানে এবং যারা জানে না ; তারা কি সমান হতে পারে ? চিন্তা ভাবনা কেবল তারাই করে , যারা বুদ্ধিমান । ৩৯ সূরা আল যুমার ৯ "
depressive,যার ভিতরে একবার ডিপ্রেশন প্রবেশ করছে সেই বুঝে রোগের ভয়াবহতা
non_depressive,সকল অপরাধী ক্রসফায়ার করা হোক
depressive,আল্লাহ বৃষ্টিটা একটু থামাও সবার ঘরে নাই
non_depressive,কুরআন একমাত্র আলোর
depressive,আমি নিজের মধ্যে একটি অদৃশ্য অনুভূতি অনুভব করতে পারছি আমাকে অশ্লীল করে দেয়।টাকা থাকলে শান্তিতে মরাও যায় ভাই। এটাই সত্যি
non_depressive,জায়গায় কয়টা কর্মী আছে সবগুলোর চাকরির বহিষ্কার করে দেওয়া হোক।
depressive,ভাই চাকরি জিবি কথা ছাড়েন রিকশা শ্রমিকদের কথা ভাবেন
non_depressive,রাশেদুল পূর্বে কোন রাজনৈতিক দলের কর্মী ছিলো জাতি জানতে চায়।
depressive,মাঝে মাঝে নিজেকে খুব অসহায় মনে হয় একা একা লাগে মনে হয় পৃথিবীতে আমার কেউ নেই
non_depressive,সমপত্তি বিক্রি করে ক্ষতিগ্রস্ত পরিবারগুলোকে দেওয়া উচিৎ ছিল সরকার।
depressive,অনেকের আমি একা অনেক সময় কাটাতে ভালোবাসি তবে অন্যের কাছে আমি নিরাশা হয়ে থাকি।টাকা থাকলে শান্তিতে মরাও যায় ভাই। এটাই সত্যি
non_depressive,এদেরকে কঠিন শাস্তি দেওয়া উচিত যাতে এমন কাজ কেউ সাহস পায়
depressive,মৃত্যু পর্যন্ত চলতে থাকবে তার অসীম আকাঙ্ক্ষার
non_depressive,রাজধানীর বিমানবন্দর সড়কে বাসের ধাক্কায় শিক্ষার্থী নিহত হওয়ার ঘটনার পর পরই উত্তেজিত জনতা বেশ কয়েকটি গাড়ি ভাঙচুর করেছে : 
depressive,"তোমার নেশায় পইরা আমি হইলাম দিওয়ানা , তোমার জন্য হারায় গেলো আমার ঠিকানা , তোমার মতোই থাকলা তুমি খবর নিলা না । "
non_depressive,পোস্ট ফেসবুকে ছেড়ে দিছে আরো বড়ো পাগল
depressive,জনগণ খেয়ে মরবে কিন্তু ঠিকমত পুষ্টি হবে জনগণের জীবন থেকে সুখ শান্তি উধাও হয়ে গেছে এটাই ঠিক বক্তৃতা বিশ্লেষণ শুনে পেট ভরবে
non_depressive,কবরে যাওয়ার প্রস্তুতি দেওয়া হচ্ছে রোগী টাকে
depressive,বাংলাদেশে কোটি মানুষ টাকা করে দিলে কোটি টাকা
non_depressive,ইয়াস ভাই বরাবরই ভালো লাগে সাথে তটিনী অসাধারণ। আফরান নিশো তাওসিফ মাহবুব পরে ইয়াশ ভাই আমার কাছে সেরা
depressive,যতগুলো লক্ষন এখানে বললেন সবগুলই আমার মাঝে লক্ষনিও
non_depressive,মাটির সংস্পর্শে থাকা ভালো এতে অনেক রোগ ভালো হয়
depressive,দেশের সংবাদ মাধ্যম গুলোর অধঃপতনের কারণ এরকম সংবাদ প্রকাশ করাএর চাইতে অনেক গুরুত্বপূর্ণ বিষয় থাকলেও তারা এগুলো প্রকাশ করে
non_depressive,শিক্ষিত মানুষ ডিভোর্স বেশী দেয় এজন্য শিক্ষা বন্ধ করলে হবে নাহবরং শিক্ষার মান উন্নয়ন করতে হবেনৈতিক শিক্ষা এবং ধর্মীয় শিক্ষায় গুরুত্ব দিতে হবে
depressive,মিনিটের সিনে রোহানের চেহারা দেখে কান্না চলে আসলো
non_depressive,আমার সোনার বাংলা বলে কথা
depressive,পরিচালকের এখন অবস্থা জাতি জানতে চায়
non_depressive,অপরাধীদের ফাঁশি চাই
depressive,"খালি জায়গাটাতে নিজের ছবি বসিয়ে নিতেই পারেন ! এরপর হয়তো আপনি ই খুন হতে চলেছেন ! আর হে একটা কথা বলি যে দেশে মানুষ হত্যার বিচার হয় না সেখানে এক্সিডেন্ট করে মারা গেলেইবা কী মানুষ রূপি পশুগুলার হাতে যখন দেশ , তখন আর কিইবা করার আছে "
non_depressive,পিটানোটা মনে হয় শুটিং ছিল কারণে।
depressive,জীবনের অনিশ্চয়তা নিয়ে আমি নিজের পথের নির্দিষ্টতা হারিয়ে গেছি অনেক দিন ধরে আমি অশান্তির মধ্যে ভুগছি।
non_depressive,চোরের আবার লজ্জা শরম মজা পেলাম।
depressive,এরাইতো হৃদয়কে রান্না করে খেয়ে পেলেছেসেই কথা জানানো হয়নি কেন
non_depressive,মির্জা ফখরুল জানে বর্তমানে তেলের দাম ভারতে বাংলাদেশে
depressive,", পৃথিবীর যত সুখ হারিয়ে গেছে হারানোর পর থেকে আমার মাকে ! ঘুম থেকে উঠা আর হবে না কভু মা জননীর মধুর ডাকে ! "
non_depressive,"বুদ্ধিমান বুদ্ধিমতী ছেলে মেয়েরা বিয়ে করার চিন্তাভাবনা করেনা তারা এস্টাব্লিশ হয়ে জব করে , আর নিজের টাকা একাই ভোগ করে । "
depressive,আমি সময় অনুমান করি আমি নিজের সাথে অসন্তুষ্ট।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো
non_depressive,উচ্চ শিক্ষিত হওয়া দেশে বড় পাপ।
depressive,তুমার স্মৃতি বড়ই কাদায়
non_depressive,চট্টগ্রাম বিশ্ববিদ্যালয়ের শিক্ষক চট্টগ্রামের নারী পুরুষ মতামত নিয়ে উনারা পুরো বাংলাদেশের চিত্র তুলে আনলেন কিভাবে
depressive,একটা টুইট রেখে বাকি টুইট গুলো হারিয়ে যাচ্ছে কেন ? 
non_depressive,"সুতরাং যদি কেউ মু মিন হয়ে সৎকর্ম করে , তবে তার কর্ম প্রচেষ্টা অগ্রাহ্য হবে না এবং নিশ্চয় আমি তা লিখে রাখি । সূরা আম্বিয়া ২১ , আয়াত ৯৪ "
depressive,জীবনের অজানা সময়ে আমি আরও কঠিন সময় পাচ্ছি।
non_depressive,বাংলাদেশের ডাক্তারের থেকে ওদের কাছে যাওয়া অনেক ভালো
depressive,প্রেমে পড়িনিতাই মাথা ব্যাথাও নেই।
non_depressive,"সিলেট সিটি কর্পোরেশন নির্বাচনে মেয়র পদে বিএনপি মনোনীত প্রার্থী আরিফুল হক চৌধুরী বলেছেন , জনগণ ভোট দিলে জনরায় মেনে নেব । তবে জনগণের ভোট অন্য কেউ দিলে সেটি মেনে নেয়া যায় না । : "
depressive,মূল্যবোধের অবক্ষয় রোধে শিক্ষা ব্যর্থ কেন মুহাম্মদ রেজাউল করিম
non_depressive,এই পৃথিবীর সবচাইতে ধৈর্যশীল মানুষ হচ্ছে আমাদের মা ! একমত ? 
depressive,মৃত্যু পর্যন্ত চলতে থাকবে তার অসীম আকাঙ্ক্ষার
